wave,depth
3695.0524,0.666
3695.1128,0.257
3695.3349,0.266
3695.5146,0.321
3695.8647,0.207
3696.3639,0.339
3696.5491,0.254
3696.9079,0.302
3697.152,0.558
3697.4252,0.833
3697.457,0.619
3697.5358,0.633
3697.9963,0.558
3698.0263,0.445
3698.0657,0.692
3698.152,0.777
3698.1569,0.674
3698.6027,0.759
3698.7557,0.307
3699.1387,0.769
3699.8174,0.438
3700.1245,0.224
3700.3462,0.616
3700.5988,0.176
3701.0858,0.875
3701.1194,0.217
3701.123,0.431
3702.0292,0.793
3702.241,0.456
3702.4918,0.708
3703.4293,0.211
3703.5476,0.788
3703.5678,0.504
3703.5839,0.821
3703.6907,0.813
3703.819,0.208
3703.8212,0.785
3703.853,0.621
3704.014,0.591
3704.0604,0.728
3704.292,0.166
3704.4607,0.852
3704.6999,0.33
3705.2594,0.187
3705.5654,0.941
3705.6977,0.678
3706.024,0.945
3706.0719,0.35
3706.08,0.43
3706.1478,0.493
3706.2165,0.889
3707.0371,0.806
3707.0456,0.864
3707.309,0.325
3707.341,0.199
3707.4556,0.744
3707.5638,0.783
3707.8139,0.294
3707.8218,0.898
3707.9194,0.89
3708.6017,0.64
3708.8222,0.43
3709.181,0.167
3709.2461,0.935
3709.266,0.748
3709.5336,0.805
3709.6654,0.748
3709.929,0.154
3709.9562,0.252
3710.2872,0.913
3710.4707,0.209
3711.1185,0.252
3711.2224,0.812
3711.4079,0.797
3711.971,0.675
3712.704,0.163
3712.8871,0.764
3712.93,0.866
3713.3381,0.157
3713.7006,0.332
3714.777,0.438
3715.172,0.828
3715.3996,0.502
3715.4638,0.847
3715.5035,0.224
3715.9111,0.8
3716.366,0.173
3716.4418,0.854
3716.5195,0.17
3717.1847,0.206
3717.3911,0.358
3717.8296,0.262
3718.1508,0.439
3718.4063,0.8
3718.92,0.294
3718.9261,0.297
3719.9344,0.954
3720.1689,0.19
3720.8272,0.154
3721.1844,0.668
3721.2716,0.785
3721.2723,0.307
3721.3931,0.799
3721.5023,0.815
3721.56,0.276
3721.6001,0.76
3721.6362,0.919
3721.939,0.715
3722.0234,0.652
3722.1315,0.186
3722.229,0.222
3722.486,0.255
3722.488,0.731
3722.489,0.807
3722.5627,0.94
3722.5696,0.349
3723.3708,0.169
3723.6023,0.609
3724.0021,0.163
3724.0841,0.698
3724.3731,0.272
3724.3768,0.861
3724.5684,0.499
3724.8195,0.466
3724.92,0.161
3724.941,0.173
3725.1523,0.347
3725.3056,0.346
3725.4908,0.69
3725.6442,0.172
3726.8287,0.166
3726.8961,0.73
3726.9261,0.844
3727.033,0.254
3727.092,0.83
3727.3412,0.833
3727.3755,0.27
3727.5283,0.408
3727.6187,0.933
3727.6734,0.775
3727.711,0.235
3727.8088,0.817
3728.0436,0.383
3728.3417,0.55
3728.6643,0.217
3728.6675,0.762
3728.891,0.16
3728.9212,0.321
3728.965,0.547
3729.722,0.163
3729.8065,0.775
3730.0112,0.233
3730.3045,0.415
3730.3862,0.817
3730.4604,0.76
3730.4779,0.469
3730.518,0.151
3730.6074,0.369
3730.7493,0.168
3730.802,0.296
3730.8028,0.288
3730.946,0.796
3731.17,0.169
3731.26,0.398
3731.3732,0.777
3731.9287,0.238
3731.94,0.269
3731.9693,0.176
3732.028,0.374
3732.3961,0.881
3732.3979,0.639
3732.6504,0.158
3732.7476,0.836
3733.1914,0.701
3733.3171,0.936
3733.486,0.425
3734.368,0.748
3734.8635,0.952
3734.9585,0.539
3735.156,0.219
3735.3236,0.852
3735.535,0.213
3735.9264,0.285
3736.0141,0.246
3736.81,0.828
3736.813,0.781
3736.815,0.163
3736.817,0.389
3736.9017,0.948
3737.1312,0.951
3737.5445,0.158
3738.3048,0.848
3738.3591,0.762
3738.5001,0.572
3739.1152,0.657
3739.225,0.589
3739.227,0.751
3739.3138,0.672
3739.5227,0.802
3739.5955,0.257
3739.7784,0.552
3740.0586,0.243
3740.239,0.806
3741.0588,0.789
3741.4739,0.325
3741.5546,0.637
3741.6383,0.92
3742.0722,0.17
3742.1386,0.703
3742.5581,0.688
3742.6165,0.803
3742.9461,0.468
3742.963,0.187
3743.3618,0.926
3743.4676,0.84
3743.47,0.255
3743.534,0.244
3743.573,0.681
3743.5972,0.424
3743.7765,0.539
3743.881,0.732
3744.1006,0.417
3744.1023,0.812
3744.1635,0.2
3744.491,0.208
3744.5588,0.643
3745.4707,0.824
3745.4971,0.693
3745.5608,0.948
3745.7992,0.826
3745.8991,0.937
3745.966,0.626
3746.2423,0.422
3746.4747,0.634
3746.562,0.72
3746.9268,0.836
3746.9955,0.676
3747.5523,0.744
3748.0028,0.804
3748.209,0.646
3748.2618,0.944
3748.2854,0.512
3748.3486,0.316
3748.487,0.756
3748.4956,0.557
3748.606,0.227
3748.6692,0.676
3748.8993,0.355
3748.9056,0.414
3748.9645,0.839
3748.988,0.624
3749.027,0.242
3749.043,0.29
3749.045,0.57
3749.4848,0.949
3749.9303,0.274
3750.152,0.766
3750.291,0.417
3750.4739,0.157
3750.642,0.186
3750.6805,0.373
3750.8677,0.812
3751.0884,0.371
3751.2184,0.333
3751.59,0.755
3751.821,0.615
3752.4064,0.445
3752.4151,0.788
3752.8556,0.241
3752.8583,0.808
3752.9883,0.372
3753.1375,0.485
3753.3352,0.523
3753.6105,0.86
3753.633,0.46
3754.5002,0.741
3754.5692,0.713
3754.6527,0.522
3754.6791,0.196
3755.5679,0.451
3756.0675,0.731
3756.8694,0.175
3756.9371,0.808
3757.17,0.155
3757.306,0.161
3757.37,0.228
3757.4537,0.701
3757.661,0.558
3757.6849,0.9
3757.767,0.166
3758.0254,0.617
3758.046,0.232
3758.1106,0.412
3758.2326,0.945
3759.0641,0.475
3759.08,0.405
3759.1543,0.704
3759.2914,0.953
3759.4624,0.688
3759.5807,0.546
3760.0493,0.847
3760.2208,0.589
3760.5316,0.83
3761.0622,0.249
3761.3206,0.952
3761.4082,0.739
3761.6724,0.457
3761.7166,0.215
3761.8446,0.419
3761.872,0.817
3761.9042,0.226
3762.2033,0.71
3762.2949,0.205
3762.6179,0.233
3762.892,0.307
3763.5653,0.348
3763.7299,0.186
3763.7886,0.94
3764.0961,0.616
3764.2081,0.863
3765.5383,0.879
3765.5849,0.607
3765.6451,0.309
3765.698,0.711
3766.0886,0.609
3766.637,0.156
3766.6583,0.738
3766.815,0.613
3767.1914,0.935
3767.6215,0.156
3767.6356,0.278
3768.0266,0.792
3768.0423,0.244
3768.238,0.535
3768.396,0.347
3768.7055,0.226
3768.733,0.189
3769.4591,0.832
3769.9867,0.81
3770.301,0.754
3770.3799,0.291
3770.4045,0.595
3770.63,0.773
3770.9662,0.801
3771.4898,0.512
3771.491,0.465
3771.6503,0.48
3772.5258,0.378
3772.5809,0.192
3772.9673,0.209
3773.3585,0.355
3773.6911,0.734
3774.3298,0.895
3774.6471,0.746
3774.8239,0.81
3774.8781,0.225
3775.571,0.868
3775.571,0.835
3775.571,0.405
3775.571,0.694
3775.571,0.352
3775.8536,0.443
3776.0534,0.83
3776.4544,0.809
3776.5573,0.763
3776.7622,0.168
3777.0658,0.589
3777.3307,0.523
3777.449,0.727
3778.0571,0.216
3778.3145,0.642
3778.3435,0.581
3778.5088,0.768
3778.6961,0.743
3778.7931,0.797
